Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
147,79,35235,1,8,8,8,1,Senior
184,19,15611,3,4,1,72,0,Young
143,66,35418,0,8,7,63,0,Senior
145,63,25842,10,0,7,40,1,Senior
141,70,21285,4,3,9,54,0,Senior
158,36,17699,10,2,1,52,1,Middle-aged
184,84,21929,10,2,8,64,1,Senior
181,64,33928,9,5,5,51,1,Senior
198,29,20471,8,2,5,70,1,Young
195,32,44096,6,9,3,5,1,Young
175,59,29174,9,10,1,2,1,Middle-aged
151,38,47628,3,6,10,11,0,Middle-aged
179,41,22585,0,3,7,32,0,Middle-aged
177,45,37646,0,6,4,20,1,Middle-aged
143,90,34078,1,1,7,41,1,Senior
184,48,41132,3,3,7,21,0,Middle-aged
194,72,32611,0,9,10,51,1,Senior
180,26,12255,9,8,6,9,1,Young
155,66,13357,6,5,2,97,0,Senior
176,28,42045,9,3,7,64,1,Young
164,72,18814,2,1,2,54,0,Senior
145,42,21713,1,10,8,89,1,Middle-aged
145,49,46396,2,2,0,83,1,Middle-aged
196,25,37376,4,7,8,3,1,Young
161,58,5157,3,6,4,47,1,Middle-aged
168,51,38440,3,9,7,29,0,Middle-aged
151,36,8546,7,6,10,95,1,Middle-aged
183,30,32096,2,2,0,10,0,Young
178,74,23145,0,0,9,81,0,Senior
165,78,43270,10,9,10,80,1,Senior
185,48,32740,3,5,4,62,1,Middle-aged
171,73,40844,2,6,8,1,0,Senior
143,78,49058,10,4,8,86,1,Senior
166,50,6031,4,5,8,2,1,Middle-aged
141,89,47176,5,9,6,17,1,Senior
144,83,24994,9,4,4,42,1,Senior
159,41,10899,5,7,6,50,1,Middle-aged
165,74,34387,8,8,2,72,1,Senior
153,42,17245,3,1,9,37,1,Middle-aged
155,73,11496,8,4,6,84,1,Senior
178,56,47350,10,7,4,44,1,Middle-aged
155,77,12978,9,7,2,36,1,Senior
193,60,16841,3,10,1,49,1,Senior
191,70,27039,9,1,8,67,1,Senior
187,82,31887,10,0,1,8,1,Senior
185,46,27369,2,10,10,76,1,Middle-aged
182,62,19050,8,4,1,4,1,Senior
162,21,24673,7,8,9,26,1,Young
199,33,31977,1,4,6,47,1,Young
199,35,15567,9,10,1,31,1,Young
188,89,26356,4,9,10,40,1,Senior
140,20,49482,7,1,2,30,0,Young
168,61,30828,10,2,7,25,1,Senior
187,71,8847,5,8,5,36,1,Senior
156,70,16769,7,1,4,45,0,Senior
185,44,49602,7,5,6,16,1,Middle-aged
197,44,25737,10,4,10,86,1,Middle-aged
200,88,47222,5,2,6,97,0,Senior
147,45,7342,5,6,5,95,1,Middle-aged
188,48,30228,3,1,2,8,1,Middle-aged
158,87,26463,5,6,0,29,1,Senior
188,56,42642,9,7,1,82,1,Middle-aged
156,87,31533,4,9,8,47,1,Senior
194,88,37605,3,6,9,18,1,Senior
159,84,19488,0,9,4,40,1,Senior
166,79,7287,6,4,9,24,1,Senior
140,22,14290,2,3,4,95,1,Young
152,72,9017,6,5,2,75,1,Senior
169,63,48985,8,2,2,95,1,Senior
188,26,5041,8,9,2,20,1,Young
175,36,39250,0,10,0,74,1,Middle-aged
196,43,24745,3,8,3,75,1,Middle-aged
199,84,24006,4,0,8,68,0,Senior
150,30,22610,1,3,5,94,0,Young
174,24,34687,0,1,1,8,1,Young
161,21,35571,7,1,6,19,0,Young
159,43,42333,4,2,3,66,0,Middle-aged
153,43,39576,0,8,10,81,1,Middle-aged
161,30,32494,3,9,1,98,1,Young
143,90,20946,5,8,5,58,1,Senior
153,52,8125,7,1,2,9,1,Middle-aged
193,57,21689,2,6,5,30,1,Middle-aged
178,86,18414,5,0,10,33,1,Senior
156,53,26213,1,2,5,91,0,Middle-aged
167,20,48724,5,1,3,59,1,Young
145,63,17619,10,2,10,17,1,Senior
169,53,26614,3,6,1,99,1,Middle-aged
153,61,31325,3,7,3,51,1,Senior
197,78,28249,8,5,1,77,1,Senior
153,31,25672,10,8,2,90,1,Young
175,19,44824,3,7,4,16,1,Young
154,74,15136,6,2,3,15,1,Senior
150,30,9847,6,9,5,77,1,Young
186,67,31961,0,7,5,22,1,Senior
196,84,25483,1,10,10,80,1,Senior
146,78,40533,5,8,1,46,1,Senior
160,59,17073,7,3,3,9,1,Middle-aged
185,58,14167,5,6,2,48,1,Middle-aged
160,71,41858,0,8,4,51,0,Senior
152,29,39112,8,2,9,58,1,Young
145,72,6260,0,7,9,42,1,Senior
174,39,34617,4,4,5,96,0,Middle-aged
179,73,33540,6,4,3,98,1,Senior
176,72,49671,2,10,8,4,1,Senior
183,62,5772,9,7,4,92,1,Senior
153,26,12336,0,3,5,24,0,Young
173,51,27267,9,2,6,3,1,Middle-aged
189,59,32782,3,0,4,87,0,Middle-aged
199,55,41816,5,9,0,79,1,Middle-aged
185,33,26974,5,1,0,98,0,Young
185,87,29919,9,0,6,26,0,Senior
149,46,22861,10,8,4,63,1,Middle-aged
199,82,40870,2,6,10,17,0,Senior
169,67,29851,5,2,7,69,1,Senior
146,23,35054,9,10,0,24,1,Young
162,48,6352,2,9,10,24,1,Middle-aged
156,74,33426,5,2,6,73,1,Senior
198,67,23759,4,6,0,91,1,Senior
176,51,41989,9,8,7,81,1,Middle-aged
183,59,7758,8,10,0,55,1,Middle-aged
175,22,23261,5,9,3,59,1,Young
177,32,32043,3,5,7,14,0,Young
175,83,29332,1,3,7,77,0,Senior
185,66,38675,10,3,0,71,1,Senior
196,64,27121,3,8,6,11,1,Senior
167,82,39926,3,4,5,65,1,Senior
146,82,31595,2,10,6,37,1,Senior
162,59,26449,8,3,2,57,1,Middle-aged
175,57,27753,4,6,1,83,1,Middle-aged
193,23,37529,6,0,0,71,1,Young
144,63,24403,1,9,6,67,1,Senior
178,27,45030,3,5,7,75,0,Young
149,64,44646,4,5,3,100,1,Senior
177,26,13046,10,0,8,69,0,Young
192,71,40022,4,5,1,41,1,Senior
148,90,10801,6,8,8,69,1,Senior
168,26,35841,1,1,9,11,1,Young
162,24,7820,4,0,3,20,0,Young
146,77,29712,4,4,5,85,1,Senior
175,44,5829,5,8,4,71,1,Middle-aged
174,54,28321,3,4,6,88,1,Middle-aged
160,69,9732,10,0,0,22,1,Senior
195,61,10004,4,6,8,84,1,Senior
193,78,29966,7,4,0,37,1,Senior
197,25,6309,6,7,6,46,1,Young
152,26,26286,10,10,5,87,1,Young
178,89,44656,3,8,7,67,0,Senior
179,65,24158,10,1,8,79,1,Senior
159,89,29652,0,9,5,8,1,Senior
184,72,30718,3,6,8,12,1,Senior
198,23,48407,5,10,0,15,1,Young
159,76,11189,3,3,10,91,1,Senior
158,72,11959,0,4,5,6,1,Senior
147,29,28009,0,8,5,6,0,Young
143,40,24058,1,9,9,97,1,Middle-aged
199,75,20724,0,7,10,89,1,Senior
155,43,28939,2,7,5,63,1,Middle-aged
177,39,10637,3,10,6,73,1,Middle-aged
163,59,39532,8,0,0,15,1,Middle-aged
153,61,47714,7,0,2,43,0,Senior
165,69,7370,4,6,5,3,1,Senior
160,51,46323,8,7,1,58,1,Middle-aged
148,68,43727,4,9,10,67,1,Senior
200,83,14800,8,9,7,64,1,Senior
200,70,9165,6,1,9,80,0,Senior
161,36,45523,9,3,0,36,1,Middle-aged
184,28,10283,8,10,10,22,1,Young
142,57,13620,4,9,0,16,1,Middle-aged
161,36,19015,10,3,4,99,1,Middle-aged
173,33,19396,8,8,2,100,1,Young
161,61,47392,2,3,8,70,1,Senior
184,31,37127,2,8,10,29,1,Young
144,26,21984,4,4,1,42,1,Young
148,59,27149,5,2,1,22,1,Middle-aged
160,23,34040,5,1,9,23,0,Young
158,22,26797,4,5,4,32,1,Young
195,83,49077,9,1,2,1,1,Senior
193,74,12495,0,7,7,1,1,Senior
199,71,43078,4,4,3,79,1,Senior
199,23,20278,1,8,3,89,1,Young
178,30,31002,5,2,10,43,1,Young
144,76,15782,10,7,7,64,1,Senior
196,40,21778,8,7,5,1,1,Middle-aged
176,41,20405,7,9,4,10,1,Middle-aged
198,58,38923,2,0,9,67,1,Middle-aged
161,34,27947,7,10,7,40,1,Young
160,37,36737,9,2,8,2,0,Middle-aged
198,65,28424,10,2,7,6,1,Senior
154,27,39228,6,9,10,81,1,Young
143,82,43255,5,6,6,77,1,Senior
155,44,35484,9,1,10,5,1,Middle-aged
165,81,18946,3,4,0,50,1,Senior
175,52,11285,6,7,9,13,1,Middle-aged
142,72,34957,7,7,4,29,1,Senior
168,55,20869,2,6,5,53,1,Middle-aged
170,37,36022,7,9,8,64,1,Middle-aged
192,61,18341,5,7,6,60,1,Senior
141,68,36532,2,5,2,91,1,Senior
142,22,8585,1,7,6,68,0,Young
147,65,25368,5,10,2,81,1,Senior
160,54,39468,9,10,5,13,1,Middle-aged
157,21,27539,3,10,1,73,1,Young
164,35,26000,10,10,1,92,1,Young
179,63,41526,9,10,9,96,1,Senior
147,54,40848,0,5,1,18,1,Middle-aged
184,44,23803,1,3,8,78,0,Middle-aged
164,50,26234,2,9,8,21,1,Middle-aged
187,48,15720,4,3,4,34,0,Middle-aged
166,42,10426,3,0,5,28,1,Middle-aged
190,65,36972,7,4,6,8,1,Senior
146,46,31604,4,3,5,70,1,Middle-aged
180,72,30783,10,6,8,39,1,Senior
200,28,34277,3,9,7,7,1,Young
171,32,8559,6,10,2,69,1,Young
164,27,41705,6,6,10,16,1,Young
164,45,39735,4,8,0,60,1,Middle-aged
158,45,15733,7,6,7,57,1,Middle-aged
156,19,44142,10,0,5,54,1,Young
165,71,24966,7,9,2,41,1,Senior
186,75,5308,6,7,3,41,1,Senior
188,51,35382,10,4,7,33,1,Middle-aged
142,65,28616,5,5,4,29,1,Senior
140,77,34385,1,3,0,42,0,Senior
189,79,38603,2,6,9,86,0,Senior
164,59,23143,0,8,4,60,1,Middle-aged
164,85,27929,9,3,0,14,1,Senior
171,34,40772,3,0,10,100,0,Young
195,25,16796,5,4,7,7,1,Young
163,87,6370,8,10,3,91,1,Senior
167,25,40634,2,1,7,29,0,Young
155,48,15260,4,0,9,76,1,Middle-aged
189,82,29538,6,7,0,79,1,Senior
179,34,42293,6,0,5,8,1,Young
169,73,47636,0,8,5,93,1,Senior
189,84,37130,0,4,10,61,1,Senior
157,80,28290,0,0,6,39,1,Senior
173,85,35938,6,2,9,65,1,Senior
198,79,12427,1,5,7,30,0,Senior
180,82,23339,5,2,10,47,1,Senior
163,29,41209,6,2,9,86,1,Young
196,47,26094,7,2,3,97,1,Middle-aged
145,34,12816,2,10,9,71,1,Young
164,22,29141,10,8,3,20,1,Young
153,43,40327,1,6,0,58,1,Middle-aged
194,88,24853,9,2,10,87,1,Senior
171,31,49274,6,5,5,82,1,Young
175,90,45973,5,9,3,62,1,Senior
144,50,43213,9,3,1,78,1,Middle-aged
176,78,47708,7,3,3,7,1,Senior
169,46,29943,6,0,4,33,0,Middle-aged
183,44,40048,5,3,9,14,1,Middle-aged
161,71,6139,6,3,7,35,1,Senior
179,71,6753,1,4,5,2,1,Senior
153,57,20587,9,8,1,19,1,Middle-aged
179,84,37067,6,8,0,62,1,Senior
144,29,9013,6,0,1,36,1,Young
178,35,49117,5,8,0,55,1,Young
187,60,42887,1,2,6,77,0,Senior
156,55,36515,4,6,0,65,1,Middle-aged
150,78,6457,7,9,10,58,1,Senior
140,33,34363,4,5,10,51,1,Young
170,81,44626,5,10,8,87,1,Senior
147,71,12689,3,8,10,43,1,Senior
172,83,20542,1,4,0,5,1,Senior
154,51,15072,4,9,7,92,1,Middle-aged
167,68,25557,5,6,6,37,1,Senior
189,41,24076,1,4,6,35,0,Middle-aged
141,88,19688,9,5,2,46,1,Senior
153,41,17145,5,9,2,55,1,Middle-aged
153,78,10898,1,8,0,44,1,Senior
150,49,22457,3,8,3,72,1,Middle-aged
180,41,46879,2,5,8,36,1,Middle-aged
145,66,11983,1,2,8,41,0,Senior
185,81,24550,4,1,8,22,1,Senior
151,80,38409,8,0,1,59,1,Senior
165,72,39711,0,6,10,90,0,Senior
186,27,42429,9,0,4,64,1,Young
158,80,29465,2,4,7,40,1,Senior
173,30,30058,3,9,6,75,1,Young
159,68,5162,4,1,7,40,1,Senior
175,61,45843,8,4,1,70,0,Senior
156,46,33522,7,2,1,27,1,Middle-aged
163,27,8157,3,1,8,74,1,Young
165,71,8737,7,3,10,76,0,Senior
150,86,6155,0,9,9,53,0,Senior
159,34,40183,3,2,2,10,0,Young
149,57,47803,8,2,0,65,0,Middle-aged
192,26,13741,6,8,4,43,1,Young
168,41,25345,0,7,9,79,1,Middle-aged
160,40,7036,1,7,0,65,1,Middle-aged
192,67,28378,3,1,10,5,0,Senior
155,51,28989,10,3,9,47,1,Middle-aged
162,84,27345,2,9,10,74,1,Senior
156,22,22757,4,2,8,66,1,Young
189,59,42254,10,10,8,88,1,Middle-aged
183,75,27130,10,3,7,18,1,Senior
148,82,21602,5,8,4,25,1,Senior
153,61,44177,6,1,10,64,1,Senior
158,56,20787,7,4,9,88,1,Middle-aged
153,25,27506,2,0,2,57,0,Young
155,54,9649,4,9,9,88,1,Middle-aged
187,22,43725,3,6,3,6,1,Young
140,34,33223,6,8,4,37,1,Young
166,79,34609,0,1,2,44,0,Senior
152,89,19076,1,5,7,69,1,Senior
177,61,46675,0,2,6,75,1,Senior
171,88,22158,7,2,4,69,0,Senior
144,28,29570,5,5,5,94,1,Young
151,83,39833,9,2,1,91,1,Senior
159,70,19153,7,0,9,54,1,Senior
197,41,37308,6,4,0,42,1,Middle-aged
162,64,39421,8,9,10,46,1,Senior
173,60,13991,5,3,1,78,1,Senior
195,61,18178,0,5,7,52,0,Senior
175,84,11891,4,10,3,24,1,Senior
192,43,43904,9,5,1,58,1,Middle-aged
178,80,27661,2,8,7,12,1,Senior
158,86,37371,4,8,1,99,1,Senior
186,31,16550,7,5,0,58,1,Young
171,35,5616,3,7,8,82,1,Young
144,26,12920,3,10,1,53,1,Young
200,23,29526,1,7,7,86,1,Young
200,41,9804,7,3,5,53,1,Middle-aged
167,36,38541,0,1,8,92,0,Middle-aged
190,32,47645,1,1,9,1,0,Young
164,80,24609,2,8,9,58,1,Senior
141,35,5553,10,10,0,57,1,Young
185,78,38061,7,7,5,74,1,Senior
175,68,44897,4,9,3,98,1,Senior
155,62,42792,7,4,9,87,1,Senior
163,74,10221,4,3,2,15,1,Senior
172,49,46781,10,2,1,31,0,Middle-aged
142,76,21048,4,5,6,15,1,Senior
176,72,48152,1,9,6,86,1,Senior
160,66,17215,5,2,5,39,0,Senior
157,65,40050,3,1,1,96,0,Senior
163,26,37561,5,5,2,97,1,Young
193,41,21090,6,1,3,61,0,Middle-aged
191,90,11249,5,1,3,12,0,Senior
155,84,39219,1,6,0,58,0,Senior
193,89,16198,3,10,3,88,1,Senior
193,35,12985,5,8,4,77,1,Young
165,35,46032,10,8,2,51,1,Young
171,67,36862,5,7,10,25,1,Senior
159,40,14324,5,8,8,37,1,Middle-aged
153,33,32320,8,5,0,33,1,Young
142,61,14045,4,9,9,8,1,Senior
157,32,20053,0,8,0,67,1,Young
178,21,44698,1,2,9,37,1,Young
152,62,22109,8,4,10,7,1,Senior
175,57,6269,7,9,7,74,1,Middle-aged
168,73,27077,0,4,0,48,0,Senior
162,90,38307,10,3,6,11,1,Senior
186,81,15152,10,1,3,16,0,Senior
140,74,24697,10,1,10,5,1,Senior
197,68,12332,1,6,8,56,1,Senior
192,41,26949,7,1,3,47,1,Middle-aged
150,66,15805,7,8,9,82,1,Senior
199,32,48137,8,10,0,37,1,Young
182,22,27666,9,0,8,51,1,Young
180,36,49873,2,9,8,59,1,Middle-aged
149,66,37612,7,4,9,97,1,Senior
197,30,40885,5,2,3,90,1,Young
188,34,19237,5,8,7,12,1,Young
170,62,10259,8,10,8,74,1,Senior
155,41,14070,2,7,3,23,1,Middle-aged
155,86,44677,7,6,10,43,1,Senior
182,38,10698,7,9,2,10,1,Middle-aged
152,69,33413,1,7,9,10,1,Senior
159,74,23390,9,1,8,89,1,Senior
198,67,17320,4,4,8,38,0,Senior
179,85,6037,10,7,7,16,1,Senior
150,88,46532,1,6,10,13,0,Senior
197,82,47949,0,4,0,75,1,Senior
174,42,28839,7,4,5,75,0,Middle-aged
183,77,16269,0,3,8,47,0,Senior
166,36,31593,0,8,8,44,1,Middle-aged
161,64,43160,0,9,5,66,1,Senior
145,22,27252,3,6,9,58,1,Young
181,32,47008,7,1,7,87,1,Young
169,71,30053,6,5,3,22,1,Senior
148,18,23597,0,6,6,39,0,Young
158,29,9526,4,2,7,54,0,Young
176,36,18277,6,3,10,55,0,Middle-aged
154,52,26348,8,10,0,65,1,Middle-aged
170,57,30035,1,2,5,1,1,Middle-aged
189,37,45622,5,10,7,99,1,Middle-aged
182,18,28169,5,1,4,25,1,Young
193,32,41779,0,9,7,86,1,Young
176,54,35682,6,0,4,9,1,Middle-aged
158,68,48594,5,5,0,45,1,Senior
154,38,28018,10,0,7,16,1,Middle-aged
188,54,25970,7,0,7,4,1,Middle-aged
141,71,22558,3,3,7,50,1,Senior
145,57,37739,4,5,7,12,1,Middle-aged
189,88,32363,6,10,2,8,1,Senior
154,61,5176,6,0,3,70,1,Senior
146,22,49225,6,6,0,64,1,Young
176,60,24713,10,3,3,58,1,Senior
141,19,45398,0,5,5,24,1,Young
141,25,17527,6,6,9,44,1,Young
194,45,37427,6,9,0,80,1,Middle-aged
178,24,33183,7,7,9,3,1,Young
160,83,23901,10,9,2,52,1,Senior
165,42,38135,5,9,0,54,1,Middle-aged
153,61,16951,4,3,9,98,1,Senior
180,54,24667,5,3,4,96,1,Middle-aged
187,36,29159,0,10,2,28,1,Middle-aged
155,75,24870,9,7,7,20,1,Senior
193,20,16255,0,8,9,33,1,Young
153,57,49910,0,3,10,56,0,Middle-aged
188,79,49481,3,8,8,68,1,Senior
152,50,25749,0,7,2,64,0,Middle-aged
180,82,6488,9,4,1,78,1,Senior
191,34,25825,3,9,9,45,1,Young
166,51,46184,10,1,7,59,0,Middle-aged
194,73,27704,3,2,1,82,1,Senior
173,56,20576,5,10,0,48,1,Middle-aged
187,34,45437,0,3,2,8,1,Young
170,58,12108,10,6,9,29,1,Middle-aged
162,60,46951,9,6,10,87,1,Senior
157,60,10526,1,9,3,3,1,Senior
171,66,48657,5,0,7,74,1,Senior
151,34,5388,7,8,3,67,1,Young
168,57,28715,5,6,4,36,1,Middle-aged
175,29,13381,9,3,10,96,1,Young
196,44,26911,1,0,5,93,1,Middle-aged
159,40,24682,10,5,8,53,1,Middle-aged
148,52,15157,2,9,7,66,1,Middle-aged
166,80,17313,6,3,7,81,0,Senior
195,89,9605,4,9,9,78,1,Senior
156,29,13031,7,0,6,33,1,Young
191,28,27090,10,0,1,81,1,Young
156,33,33823,1,1,1,64,0,Young
159,28,9826,0,2,8,29,0,Young
163,19,13324,7,3,7,62,1,Young
156,58,20168,1,5,5,84,0,Middle-aged
155,64,16086,1,5,7,54,0,Senior
147,55,32919,10,10,3,11,1,Middle-aged
194,50,33870,0,8,6,65,1,Middle-aged
186,75,16509,8,4,9,51,1,Senior
187,67,27658,10,2,5,23,0,Senior
164,40,48773,6,9,6,69,1,Middle-aged
146,31,18932,4,0,9,47,1,Young
188,29,45422,1,8,10,100,1,Young
196,26,41395,6,9,6,5,1,Young
187,52,18717,2,9,8,66,0,Middle-aged
157,70,18511,8,2,8,72,1,Senior
182,19,20520,8,5,1,91,1,Young
180,49,49264,2,0,1,42,1,Middle-aged
174,49,6410,2,1,3,13,0,Middle-aged
187,76,7300,4,5,7,61,0,Senior
189,36,29063,7,0,2,50,1,Middle-aged
170,25,26426,2,8,5,37,1,Young
154,35,15204,4,6,5,87,1,Young
196,71,19858,8,8,7,51,1,Senior
151,64,19604,9,0,9,40,1,Senior
196,53,9233,4,8,5,60,1,Middle-aged
189,41,15739,5,0,9,79,1,Middle-aged
182,89,31071,3,3,5,36,1,Senior
167,25,34976,4,1,0,30,0,Young
170,71,37100,8,5,9,74,1,Senior
140,73,21161,6,1,8,61,1,Senior
177,38,33445,8,2,9,4,1,Middle-aged
183,36,17134,3,1,6,51,1,Middle-aged
167,85,49155,6,5,0,20,1,Senior
151,18,9205,6,8,0,61,1,Young
150,66,13010,8,8,2,82,1,Senior
196,74,27930,10,8,9,76,1,Senior
184,50,41334,10,5,9,31,1,Middle-aged
175,29,22623,8,9,9,48,1,Young
167,66,25122,4,3,7,100,0,Senior
198,90,7438,5,0,9,63,1,Senior
178,22,30727,3,3,5,50,0,Young
143,88,9204,6,6,10,56,1,Senior
147,25,29202,0,7,7,16,1,Young
175,71,40718,7,2,7,53,0,Senior
178,32,48122,0,6,1,9,1,Young
151,27,12028,4,1,6,83,0,Young
191,48,9406,5,0,10,45,1,Middle-aged
170,51,49509,6,8,1,99,1,Middle-aged
200,75,6710,0,6,6,43,1,Senior
174,67,41423,8,1,3,63,1,Senior
149,52,31638,5,6,5,23,1,Middle-aged
197,54,10479,2,2,7,97,0,Middle-aged
168,35,45082,10,0,5,58,1,Young
182,46,12688,9,9,7,19,1,Middle-aged
196,89,7047,6,6,3,87,1,Senior
147,68,20421,10,8,0,98,1,Senior
199,54,8924,3,3,9,32,0,Middle-aged
157,87,23255,0,0,5,95,1,Senior
163,37,46399,7,3,4,36,1,Middle-aged
150,33,33854,6,5,5,82,0,Young
196,30,47634,1,6,2,13,0,Young
187,25,21068,2,8,8,61,0,Young
168,89,33378,7,7,3,92,1,Senior
149,18,49570,3,2,7,79,0,Young
183,46,33739,4,7,9,70,1,Middle-aged
144,34,29730,2,10,0,11,1,Young
154,84,7468,6,2,3,58,0,Senior
187,68,26921,1,4,0,32,1,Senior
167,18,19325,0,3,9,76,0,Young
151,62,27122,7,6,1,43,1,Senior
188,46,45913,6,10,7,53,1,Middle-aged
200,56,17532,5,8,2,84,1,Middle-aged
181,65,37120,10,1,2,39,1,Senior
156,54,29995,0,5,1,52,0,Middle-aged
180,28,46824,6,9,8,8,1,Young
151,28,20539,6,10,5,84,1,Young
155,55,47770,6,5,2,10,1,Middle-aged
169,88,49036,10,7,7,52,1,Senior
155,31,11245,10,4,9,62,1,Young
157,32,12908,2,5,8,71,1,Young
200,37,14037,5,5,5,13,1,Middle-aged
182,74,36670,4,7,6,91,1,Senior
154,71,10148,9,10,10,4,1,Senior
158,59,32874,6,1,8,30,0,Middle-aged
188,84,22245,9,4,8,17,1,Senior
195,39,38486,2,9,5,65,1,Middle-aged
155,89,31439,8,7,0,9,1,Senior
143,47,28269,6,5,5,83,1,Middle-aged
156,35,19828,2,5,2,64,0,Young
165,33,29051,1,6,1,55,1,Young
190,31,33341,8,0,6,23,0,Young
184,80,22498,3,2,5,9,1,Senior
193,45,48273,6,2,6,68,1,Middle-aged
165,71,40185,6,5,8,18,1,Senior
176,71,38981,9,9,0,74,1,Senior
182,49,44334,4,2,1,38,1,Middle-aged
146,32,30786,9,3,5,100,0,Young
156,62,21042,1,2,1,50,1,Senior
142,63,28379,0,4,1,32,0,Senior
196,60,46145,4,0,1,20,1,Senior
150,30,10613,3,9,6,68,1,Young
176,22,17678,5,0,7,21,1,Young
167,32,31245,2,5,3,77,1,Young
192,63,48273,1,5,5,29,1,Senior
156,34,15709,5,8,3,66,1,Young
142,79,6186,10,0,0,18,1,Senior
175,69,14558,5,4,10,94,1,Senior
196,72,14349,1,4,2,53,0,Senior
191,75,47224,0,6,3,46,1,Senior
160,64,31574,5,1,3,53,1,Senior
172,80,16413,8,0,5,28,1,Senior
156,84,35921,10,2,4,58,1,Senior
146,43,6939,2,5,5,50,1,Middle-aged
152,21,20398,10,9,9,23,1,Young
159,51,8038,3,6,10,67,1,Middle-aged
172,66,37031,9,8,8,5,1,Senior
193,24,24395,0,9,6,95,1,Young
151,40,10017,10,1,5,33,1,Middle-aged
194,67,11081,0,4,8,90,0,Senior
192,87,43790,5,7,2,89,1,Senior
150,57,37180,2,7,3,27,0,Middle-aged
190,36,42050,1,7,9,64,0,Middle-aged
170,34,41372,1,7,10,9,1,Young
198,41,6267,2,5,6,42,0,Middle-aged
168,70,26992,1,2,3,19,1,Senior
162,44,26571,6,1,4,89,1,Middle-aged
178,73,28418,2,5,7,75,1,Senior
163,34,39905,6,8,3,75,1,Young
154,78,11833,1,0,8,95,1,Senior
185,29,21501,9,2,3,53,1,Young
155,67,10288,7,3,0,57,1,Senior
186,56,23509,2,8,2,18,1,Middle-aged
165,24,14596,5,4,2,44,1,Young
182,45,29012,7,8,7,17,1,Middle-aged
173,85,38427,6,6,4,12,1,Senior
181,84,28411,3,5,5,81,1,Senior
185,48,20801,0,6,0,97,1,Middle-aged
154,40,5532,0,3,1,19,1,Middle-aged
183,28,27355,8,4,5,66,0,Young
175,44,17328,9,10,8,42,1,Middle-aged
159,33,16228,9,10,6,49,1,Young
166,65,26903,3,8,8,2,1,Senior
185,44,7983,2,4,8,37,0,Middle-aged
149,36,47166,7,8,10,69,1,Middle-aged
200,30,39322,6,10,2,32,1,Young
198,39,41500,6,7,0,90,1,Middle-aged
177,55,13633,10,8,10,55,1,Middle-aged
195,51,20155,3,10,7,21,1,Middle-aged
199,68,19909,7,3,9,42,1,Senior
196,78,26227,3,7,1,73,1,Senior
176,62,30361,2,5,9,16,1,Senior
175,21,26950,7,1,8,65,1,Young
182,19,30724,4,8,6,41,1,Young
188,41,7773,3,3,8,82,0,Middle-aged
164,57,5187,0,3,10,47,0,Middle-aged
148,31,38136,5,6,1,49,1,Young
172,84,40652,2,8,4,55,1,Senior
173,33,43105,9,9,2,69,1,Young
162,39,39053,1,5,7,63,1,Middle-aged
156,35,29144,6,3,6,45,1,Young
160,21,11662,4,6,10,38,1,Young
191,60,14813,2,9,4,92,1,Senior
160,58,36634,6,1,5,86,0,Middle-aged
160,83,17670,0,4,0,16,1,Senior
197,42,27471,8,2,4,97,1,Middle-aged
199,48,39529,3,3,1,46,0,Middle-aged
141,87,12011,0,0,2,19,0,Senior
176,24,5894,3,8,4,36,1,Young
145,26,37789,7,0,5,23,0,Young
150,25,43205,10,9,5,92,1,Young
196,43,15247,6,10,9,94,1,Middle-aged
184,38,24351,5,7,1,31,1,Middle-aged
165,69,36969,0,7,1,16,1,Senior
197,64,35464,8,9,7,79,1,Senior
185,39,38298,3,7,8,59,1,Middle-aged
186,69,37342,2,8,7,43,1,Senior
196,52,30611,10,2,3,43,1,Middle-aged
175,40,24904,4,3,5,34,1,Middle-aged
187,19,22752,9,4,8,69,1,Young
168,44,17738,10,4,0,30,1,Middle-aged
170,78,8150,4,6,10,10,1,Senior
143,44,36517,9,9,0,66,1,Middle-aged
178,80,14680,9,4,6,96,1,Senior
170,56,31970,3,0,3,18,0,Middle-aged
191,86,9263,8,2,2,61,1,Senior
155,22,27053,3,7,6,99,1,Young
187,20,44244,9,5,2,96,1,Young
157,90,6588,2,3,8,10,1,Senior
196,54,6583,4,1,7,34,0,Middle-aged
176,88,29354,3,6,5,75,0,Senior
197,25,11046,1,3,0,75,1,Young
163,25,5452,2,9,0,66,1,Young
200,48,9546,0,1,3,50,1,Middle-aged
144,51,20555,9,0,5,64,1,Middle-aged
190,58,27662,4,0,7,19,1,Middle-aged
178,83,20011,10,9,2,8,1,Senior
140,79,6528,0,6,0,76,1,Senior
191,36,41858,7,4,1,7,1,Middle-aged
194,36,19429,6,3,5,11,1,Middle-aged
159,76,27413,0,10,0,26,1,Senior
183,47,9291,8,9,10,25,1,Middle-aged
168,70,8705,4,4,10,83,1,Senior
197,88,21703,3,10,5,97,1,Senior
192,80,13506,7,4,10,30,0,Senior
178,74,30348,4,8,3,50,1,Senior
147,44,42406,8,9,6,57,1,Middle-aged
144,22,12304,4,9,3,50,1,Young
143,80,27332,0,4,0,82,0,Senior
186,44,38234,5,5,10,19,1,Middle-aged
184,67,9442,7,4,5,65,0,Senior
